road_id,latitude,longitude,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_24h,temperature,humidity,traffic_level,average_speed,road_condition,road_age,maintenance_score,slope,elevation,river_distance,historical_incidents,incident_count_7d,incident_count_30d,previous_disruptions,disruption
NH37_005,29.167388,91.623501,1.45,5.45,6.04,9.9,18.8,67.2,0.7444,30.9,0.815,13.2,0.6828,8.07,575.1,0.642,5,1,3,1,0
NH15_003,24.691093,95.4077,11.22,34.36,59.66,80.91,18.1,62.0,0.6074,41.5,0.4707,7.1,0.8557,12.09,326.4,1.169,4,0,2,1,0
NH15_003,26.283091,92.522814,0.6,1.69,1.66,2.84,27.4,84.8,0.1815,58.3,0.4658,19.0,0.5037,1.71,658.4,4.683,2,1,9,1,0
NH15_003,27.568658,93.606658,1.83,4.47,7.29,9.5,26.1,86.7,0.588,26.7,0.5973,22.9,0.3472,5.64,1257.0,10.472,0,0,4,2,0
NH27_005,28.034199,91.204969,0.12,0.33,0.54,0.69,15.8,71.0,0.6494,40.3,0.5752,4.1,0.8991,11.81,205.2,1.675,2,0,3,1,0
NH13_010,26.015047,91.194614,2.14,5.7,5.62,9.93,23.8,91.7,0.418,47.3,0.6093,8.4,0.8274,2.1,2451.8,3.648,7,0,2,0,0
NH13_006,28.10455,94.708475,12.36,33.79,35.46,57.81,30.2,76.0,0.3388,44.4,0.4623,29.3,0.1,22.05,1019.5,0.871,2,0,2,0,1
NH15_001,24.682825,90.534489,0.2,0.52,1.24,1.72,26.2,86.7,0.1329,55.8,0.8483,22.5,0.2865,7.71,1236.1,1.428,2,0,3,0,0
NH13_001,25.824969,94.842374,4.4,8.88,13.95,24.02,12.0,80.4,0.567,42.2,0.4737,29.5,0.1622,11.97,3318.6,0.629,3,2,10,1,0
NH13_004,27.940382,92.785404,13.57,26.91,41.55,55.56,25.9,90.9,0.2981,54.4,0.3237,7.3,0.8213,12.25,3066.0,6.036,2,1,1,1,0
NH13_003,27.441255,94.868786,0.5,0.85,2.23,2.81,14.5,84.3,0.733,34.1,0.301,19.8,0.4657,9.3,100.5,3.422,2,0,3,1,0
NH27_004,28.604656,92.639317,4.26,5.62,9.79,14.21,23.3,51.4,0.151,55.8,0.7778,18.3,0.4072,19.31,2269.3,6.454,2,2,3,4,0
NH27_002,24.257714,96.214602,9.92,24.21,36.99,67.46,17.5,67.9,0.4249,46.3,0.7446,25.0,0.3068,2.18,739.6,8.104,3,2,2,2,1
NH27_001,24.959154,90.127783,2.03,4.66,5.11,10.2,24.4,73.1,0.1487,57.4,0.6766,2.9,0.8933,5.92,1830.5,5.224,2,0,7,0,0
NH15_004,24.26672,96.578389,5.22,10.65,13.85,22.23,18.0,91.0,0.2061,63.8,0.7672,28.7,0.2628,25.41,1114.8,3.668,5,0,6,1,0
NH27_002,25.056628,91.768691,0.13,0.22,0.35,0.62,15.7,88.1,0.1603,60.6,0.6992,4.0,0.88,5.0,2363.0,0.127,3,1,2,3,0
NH13_005,24.023555,90.027575,1.84,7.86,12.48,17.05,23.9,56.2,0.5975,39.4,0.7528,10.1,0.8403,7.17,730.0,4.415,5,1,3,2,0
SH02_001,26.773157,94.030514,3.09,6.39,9.77,15.24,22.7,49.9,0.9139,19.3,0.1266,28.6,0.2965,5.06,3346.3,2.059,2,1,6,0,1
NH37_001,26.905729,91.427528,0.34,0.69,0.8,1.15,26.9,92.5,0.179,56.6,0.5611,16.8,0.548,10.54,136.3,8.051,1,0,4,2,0
SH02_002,27.618405,93.235864,0.35,0.61,1.31,1.92,18.8,59.3,0.585,35.4,0.666,3.0,0.8863,1.28,2194.6,1.607,1,1,2,0,0
NH13_005,26.117018,95.877819,2.12,9.5,8.79,17.21,12.9,72.4,0.535,37.7,0.4783,7.0,0.7911,4.97,1434.1,1.002,6,0,5,3,0
NH15_005,24.017642,95.79491,0.5,2.9,3.45,4.84,26.1,53.4,0.2399,46.0,0.8161,24.9,0.2483,5.56,455.3,4.169,7,2,10,2,0
NH27_001,27.706401,94.322969,6.39,16.21,26.21,35.05,30.7,39.6,0.3006,48.8,0.5417,23.8,0.2197,10.38,2268.4,1.682,1,1,9,1,1
NH15_005,24.298601,97.229614,1.56,5.76,7.32,11.42,18.5,75.8,0.6771,33.8,0.8234,14.2,0.604,6.95,2288.5,0.118,5,2,7,4,0
NH15_004,28.763937,93.270883,2.13,2.71,5.39,8.0,24.9,74.2,0.3459,54.0,0.8425,21.3,0.4791,5.11,2383.1,0.628,2,1,1,2,1
NH13_005,24.124597,90.003291,1.69,2.36,3.16,5.82,20.1,82.8,0.3961,42.8,0.3881,6.1,1.0,1.96,2968.8,8.425,6,1,6,0,0
NH15_002,26.917613,96.009574,3.21,3.95,7.77,11.13,33.6,67.9,0.1792,54.7,0.3064,3.9,0.9315,0.65,887.0,1.188,2,2,7,2,0
NH13_008,28.922048,91.403963,3.98,10.8,17.78,22.74,18.8,71.0,0.407,48.5,0.8158,8.2,0.7264,38.51,3091.7,1.568,1,0,1,4,0
NH13_010,27.148693,91.057039,2.98,9.09,11.13,15.6,21.7,72.5,0.3225,50.0,0.7031,15.4,0.7459,6.37,2646.8,4.051,0,1,3,4,0
NH27_001,27.346292,90.239076,0.67,1.26,2.06,4.09,9.9,78.3,0.3616,46.0,0.2939,29.5,0.3195,1.16,1716.9,1.834,3,1,3,1,0
NH37_004,27.74886,92.22483,5.27,18.78,24.84,41.9,31.4,65.6,0.5189,46.5,0.4855,19.0,0.4188,3.48,3455.6,0.497,5,0,5,0,0
NH37_004,24.673249,92.211424,3.93,9.59,14.59,18.56,18.8,63.8,0.4432,27.9,0.2856,8.6,0.6709,15.48,2595.3,3.564,1,0,8,2,1
NH15_001,27.712099,92.031341,1.74,5.44,8.88,12.67,29.8,78.5,0.2923,56.5,0.5964,9.0,0.7599,2.88,1106.5,3.692,3,3,3,0,0
SH02_002,28.841952,94.267586,0.94,3.88,5.02,8.4,18.0,80.4,0.7204,20.8,0.7954,25.1,0.1825,6.29,2835.1,1.71,7,0,5,2,0
NH13_003,29.358215,95.486875,4.02,6.49,10.12,14.88,21.5,72.6,0.1767,59.0,0.8646,23.8,0.3169,12.78,434.1,6.422,5,0,3,0,1
NH15_001,26.436786,96.920804,0.15,0.27,0.31,0.57,17.3,74.1,0.3691,49.2,0.831,10.7,0.5762,2.15,864.8,1.143,7,0,3,1,0
NH13_004,25.894777,90.424186,2.95,3.32,8.05,10.36,16.4,78.8,0.4511,43.4,0.7413,8.9,0.6945,41.26,310.8,3.823,2,2,4,1,0
NH15_001,28.143203,90.85794,12.15,34.07,45.3,73.42,20.2,44.6,0.1885,59.4,0.3041,10.4,0.7041,11.91,2800.2,2.808,2,0,6,2,1
SH02_002,26.985809,94.241787,2.76,4.56,5.61,10.05,21.2,65.4,0.6238,35.3,0.5223,18.5,0.4595,5.05,273.2,1.109,1,1,5,2,0
NH15_001,25.415176,90.455644,1.49,2.94,4.34,8.31,19.8,82.1,0.3208,49.3,0.4435,23.3,0.342,9.1,2408.3,1.432,3,2,2,3,0
SH02_001,24.946868,92.554885,0.37,1.48,1.64,3.21,12.9,42.1,0.1425,50.6,0.3362,26.0,0.2775,26.11,463.7,4.234,3,0,1,0,0
NH15_005,24.936267,94.509052,2.82,6.47,10.21,14.73,23.7,38.9,0.3393,46.8,0.5787,15.2,0.5143,23.12,109.3,4.411,5,3,5,2,0
NH27_001,26.525474,95.710197,1.19,2.69,3.96,5.62,10.3,39.8,0.4613,48.7,0.7621,20.0,0.4572,20.01,1371.1,7.645,3,1,8,1,0
NH15_004,24.935684,91.375515,8.61,21.68,32.23,46.2,20.0,70.9,0.6252,38.2,0.7716,26.5,0.3499,4.69,53.1,5.016,1,0,4,1,0
NH13_008,24.108454,94.843489,0.57,0.93,1.31,2.21,12.5,61.4,0.5266,43.2,0.4133,11.1,0.7237,4.1,96.5,1.308,2,3,5,1,0
NH27_003,24.286488,94.673196,0.67,2.1,2.89,3.92,27.4,34.7,0.2165,51.8,0.5289,22.2,0.4412,28.38,3441.0,1.017,1,1,5,1,0
SH03_001,29.114365,96.319044,0.91,1.3,2.4,3.19,29.4,79.3,0.4547,41.9,0.4082,7.2,0.7556,3.41,2248.8,5.652,1,0,4,1,0
NH13_008,24.401287,92.115856,11.07,42.64,65.63,96.39,25.6,79.9,0.4407,38.8,0.2407,5.8,0.8387,4.06,2146.5,0.459,1,0,6,0,1
NH27_004,24.402494,95.475707,1.38,2.42,3.88,5.67,19.1,55.8,0.3854,45.6,0.443,16.3,0.681,5.32,1044.5,3.463,3,1,4,1,0
NH13_008,26.481536,95.490399,0.98,1.53,1.91,3.43,17.6,62.4,0.769,22.9,0.7195,12.2,0.5589,0.29,953.7,1.876,3,0,3,1,0
NH27_002,25.348052,91.541798,0.08,0.21,0.3,0.4,20.5,90.1,0.0725,54.1,0.6729,9.2,0.8008,0.01,701.7,0.191,2,1,0,3,0
NH27_004,29.294816,94.482915,0.57,1.06,1.08,2.06,21.7,84.9,0.2495,45.8,0.6106,28.0,0.1987,3.22,313.5,15.012,3,2,6,0,0
NH15_004,29.010422,94.898748,3.69,4.84,11.46,15.47,24.9,67.8,0.29,53.9,0.5561,19.7,0.5752,8.92,1146.5,1.767,4,0,3,1,0
NH27_003,26.226088,91.813099,1.58,6.9,9.63,15.39,24.4,53.8,0.591,40.9,0.6144,12.0,0.723,7.51,57.2,0.955,4,1,4,1,0
NH13_009,26.468023,93.17886,0.7,1.0,1.57,2.97,9.8,81.4,0.0995,61.4,0.7683,23.0,0.4035,9.35,2691.9,0.554,2,0,2,1,0
NH13_003,26.063125,93.055488,0.74,1.67,1.66,3.21,26.0,86.4,0.4521,43.0,0.9808,15.6,0.572,2.78,1870.2,1.98,7,0,2,1,1
NH13_003,24.208264,95.656024,9.99,59.52,79.55,99.87,24.3,49.2,0.4697,46.4,0.3551,2.3,1.0,12.74,3486.1,2.045,2,1,4,1,0
NH15_004,25.610658,89.705323,45.46,121.41,167.68,250.0,17.3,78.9,0.2478,53.7,0.6119,17.1,0.3529,2.92,3070.1,0.923,2,2,4,0,1
SH02_001,24.674704,93.557905,3.98,15.3,23.4,36.95,16.2,53.5,0.5161,34.7,0.8655,28.4,0.1674,6.0,646.6,5.481,2,0,4,2,1
NH13_004,24.563037,91.119424,10.4,21.09,50.98,65.56,22.4,47.9,0.5531,27.4,0.8188,9.5,0.7176,6.63,1671.6,1.042,1,2,7,2,0
NH15_004,27.084739,94.680683,26.23,35.27,56.37,88.23,23.1,86.6,0.6711,30.6,0.5889,15.8,0.4818,3.23,1946.2,0.991,3,0,3,0,0
NH27_002,24.543207,94.93884,47.27,75.08,123.74,164.09,15.4,63.6,0.4751,43.8,0.6618,12.6,0.674,5.04,3194.6,0.155,2,1,3,0,0
NH13_007,24.566122,93.558674,1.15,2.73,3.66,4.84,22.3,86.2,0.5675,46.3,0.3241,18.2,0.3996,21.68,1595.3,2.464,4,3,9,2,1
NH27_002,26.642825,93.873627,0.37,0.98,1.57,2.16,23.1,46.9,0.5283,42.7,0.5672,29.2,0.1,5.44,3292.5,1.19,5,0,5,1,0
NH13_010,26.432553,92.125948,17.26,57.3,50.87,96.24,27.1,84.0,0.1543,49.1,0.7134,29.2,0.2459,3.02,2034.2,0.912,2,0,4,1,1
NH27_005,24.756991,92.112585,0.21,0.79,1.51,1.92,21.3,90.8,0.1624,54.9,0.3924,29.3,0.1,10.65,2322.0,2.576,3,1,3,0,0
NH37_003,24.02447,95.437401,0.29,0.53,1.2,1.75,9.8,78.4,0.2385,54.2,0.6831,9.1,0.8557,2.17,591.7,1.675,4,2,5,2,1
NH37_002,25.061359,90.714332,0.46,0.88,1.13,1.81,23.5,58.9,0.1972,56.4,0.7991,15.4,0.4574,6.84,240.0,1.868,3,1,3,5,0
NH13_006,25.297407,95.640576,1.25,2.25,4.49,6.15,11.9,75.7,0.3281,46.5,0.2604,22.3,0.3339,0.67,1878.1,1.608,2,2,1,1,0
NH15_004,28.401366,94.743601,0.09,0.17,0.24,0.46,16.9,85.8,0.6412,29.7,0.4383,3.3,0.8294,5.07,2926.4,7.586,3,0,3,2,0
SH01_001,29.034911,96.510455,0.12,0.3,0.55,0.99,13.9,74.8,0.2524,55.2,0.5724,19.5,0.4746,3.2,2223.8,2.265,2,1,7,1,1
NH13_001,26.232694,91.703114,0.88,1.42,2.17,3.09,25.0,93.4,0.1127,49.3,0.5685,14.0,0.6769,5.3,351.7,4.4,4,1,0,3,0
NH27_003,26.227647,93.597579,0.22,0.52,0.95,1.39,15.5,68.0,0.8124,30.6,0.9272,8.6,0.6959,52.76,2873.1,0.083,2,0,4,4,0
NH15_005,27.918647,90.000219,5.77,19.56,21.49,32.7,28.0,81.4,0.4097,39.7,0.8427,11.6,0.6316,3.06,3197.1,1.098,3,1,1,1,0
NH27_002,27.448071,96.726301,1.24,4.11,5.24,7.46,15.1,65.6,0.4204,30.4,0.4545,14.6,0.644,8.29,3113.8,6.426,1,0,0,2,0
NH37_005,25.012771,94.900514,2.75,8.56,13.01,16.57,9.9,83.2,0.2423,50.1,0.752,23.3,0.4104,21.3,2552.6,1.817,2,0,1,2,0
NH15_003,24.59229,94.496139,3.13,5.78,7.67,14.22,19.9,67.6,0.2633,49.0,0.9107,12.0,0.6003,0.5,2522.3,0.569,5,2,4,0,0
NH13_010,26.406865,95.341707,1.25,1.78,3.33,5.53,14.0,93.5,0.2179,47.5,0.7418,25.0,0.1363,3.24,3010.7,2.117,2,1,4,1,0
NH37_004,27.106556,91.889332,6.47,14.76,17.33,29.47,29.9,70.7,0.39,50.6,0.7986,20.3,0.5295,27.71,1735.9,1.352,2,0,5,2,0
NH13_005,24.762892,94.349724,1.58,4.27,10.86,13.92,17.9,71.0,0.2519,41.5,0.3459,22.1,0.33,0.66,1253.3,3.319,2,1,4,1,0
NH37_003,25.613004,95.867099,1.39,2.05,2.63,4.73,28.9,63.8,0.7527,32.6,0.4401,28.6,0.3423,0.36,776.3,0.352,2,1,1,2,0
NH13_003,25.682686,90.395267,0.17,0.22,0.43,0.7,20.2,86.3,0.6505,37.3,0.4256,11.5,0.7002,19.97,2588.6,2.549,3,2,5,1,1
NH37_005,25.43714,97.08289,4.24,7.17,11.82,15.32,24.1,57.1,0.512,40.8,0.7733,5.0,0.7226,15.27,911.1,0.224,4,1,6,2,0
NH37_004,26.534187,96.567528,0.17,0.59,0.89,1.26,18.8,71.2,0.5328,37.8,0.3529,21.4,0.3979,0.51,343.8,0.399,2,1,7,0,0
NH13_003,27.59185,97.115245,3.6,5.78,6.41,12.58,36.3,58.1,0.2214,46.1,0.5969,6.5,0.6854,1.06,1343.7,0.148,1,1,3,3,0
NH27_003,26.801644,95.924284,2.02,4.24,6.5,8.25,15.1,73.0,0.3428,45.5,0.7855,24.6,0.1026,14.4,706.9,1.03,3,0,5,0,0
NH15_003,25.108011,91.966195,0.22,0.41,0.57,1.1,5.0,79.0,0.183,56.4,0.5268,8.3,0.6696,5.13,1850.5,2.437,3,0,0,3,0
NH27_004,24.566165,94.177977,1.11,3.95,6.97,10.61,23.6,58.4,0.2198,45.7,0.6531,19.2,0.6433,42.59,3225.4,1.552,1,0,6,3,0
NH13_002,28.520288,90.625251,1.45,4.1,5.53,9.66,15.9,85.2,0.7046,20.9,0.5417,1.6,0.7179,10.28,1484.6,6.748,3,0,3,3,1
NH13_006,26.636176,95.507084,2.6,4.96,6.69,9.71,23.2,78.0,0.6359,31.9,0.8645,14.3,0.6677,1.0,3243.4,2.109,2,0,1,0,0
NH15_005,24.341766,90.883025,1.6,3.04,5.31,9.08,21.6,50.5,0.1516,51.4,0.6754,23.9,0.213,1.69,2087.5,3.147,7,1,9,2,0
NH13_006,25.419668,96.374544,0.7,1.68,2.21,2.96,18.8,92.4,0.5427,28.8,0.5073,21.7,0.4781,4.89,1831.0,1.839,1,1,7,3,0
NH13_010,28.422186,91.552289,4.16,6.35,11.33,16.92,19.6,64.3,0.1571,50.4,0.4669,25.3,0.3491,9.89,103.4,2.234,4,3,6,1,0
NH37_005,28.134495,90.935172,0.72,0.95,1.68,2.82,24.5,72.0,0.3617,54.1,0.5848,27.2,0.4343,16.71,1220.5,1.665,3,1,3,0,1
NH13_005,28.816991,90.245964,0.29,0.79,1.25,1.64,19.8,21.3,0.2013,57.2,0.6929,11.0,0.8303,2.97,599.4,1.546,3,1,3,0,0
NH27_001,27.311483,95.177511,5.36,7.27,13.93,19.0,21.1,82.6,0.3098,50.7,0.4903,9.3,0.7547,5.23,3106.2,0.555,3,0,2,1,0
NH13_004,26.325983,91.133769,4.34,11.59,17.76,27.41,19.0,82.5,0.5361,40.0,0.6962,17.9,0.4901,14.09,1864.2,2.711,2,0,4,3,0
NH13_006,26.346492,91.222042,4.61,5.5,11.18,17.26,31.8,93.1,0.228,39.1,0.5693,10.5,0.6345,22.27,868.3,0.144,4,2,5,1,0
NH37_003,25.067,91.006664,1.02,2.43,3.54,5.53,29.9,54.9,0.4296,48.8,0.7395,13.9,0.4722,16.0,612.7,0.282,2,0,2,2,0
NH27_004,27.579394,92.054622,0.07,0.19,0.32,0.49,13.2,36.5,0.3465,39.0,0.8154,13.7,0.777,17.38,2605.7,0.285,1,0,2,3,0
NH13_006,27.217878,96.947328,9.92,20.64,44.55,58.81,22.0,88.8,0.2495,46.3,0.6485,11.7,0.6814,17.53,2504.7,2.034,2,1,5,0,0
NH13_009,24.851754,93.446987,0.12,0.2,0.25,0.48,17.1,79.8,0.2829,46.7,0.4678,1.9,0.8787,0.27,74.3,0.05,1,2,4,0,0
SH02_001,28.871146,91.70876,3.74,8.91,10.35,16.79,14.5,60.8,0.4062,44.4,0.5694,17.0,0.3251,1.52,1073.0,4.93,0,0,1,1,0
SH03_001,26.026575,91.012009,18.05,75.02,102.8,141.79,5.0,77.8,0.5038,34.5,0.2442,11.7,0.6595,12.25,730.5,6.828,2,1,6,3,0
NH37_003,24.273563,89.845541,1.14,3.72,7.19,9.11,20.0,82.2,0.1753,48.1,0.7849,30.0,0.2828,2.84,2532.7,0.788,1,0,7,1,0
NH15_004,25.803345,92.510443,2.64,6.58,6.06,11.11,20.5,23.9,0.4965,44.9,0.3103,25.8,0.1648,9.6,3198.7,11.233,1,1,5,7,0
NH15_001,28.784212,90.547473,1.86,4.24,6.45,12.57,30.1,93.9,0.4895,50.2,0.5646,25.5,0.1105,3.94,3085.4,3.135,3,0,6,0,0
NH37_004,29.043261,89.907992,1.38,5.43,7.23,9.75,28.3,92.7,0.2019,50.7,0.576,24.3,0.3047,13.56,1790.4,0.066,1,1,5,2,0
NH37_003,26.697191,90.492944,49.61,117.85,157.05,198.51,25.0,72.4,0.4402,46.2,0.5691,3.9,0.8692,8.11,2929.3,8.709,3,0,3,1,0
NH13_009,29.25987,92.152616,0.37,1.07,1.62,2.27,26.4,62.4,0.4599,40.6,0.8196,22.7,0.1098,1.57,3498.1,2.977,2,1,2,2,0
NH13_001,28.81383,95.481651,0.22,0.61,1.27,1.9,27.1,77.0,0.6519,38.5,0.4505,18.2,0.4559,2.97,2871.6,1.97,6,0,2,2,0
NH13_005,28.538769,90.215794,0.86,2.69,2.66,4.67,24.9,76.7,0.1088,58.3,0.1361,10.3,0.7434,15.14,2095.9,0.624,1,1,2,0,0
SH02_002,28.728405,94.925789,18.08,36.44,66.57,84.53,30.3,80.6,0.1244,57.9,0.389,9.4,0.6852,0.12,2481.2,0.05,8,2,4,0,0
NH15_003,26.100315,94.478177,0.73,1.16,2.36,3.29,14.4,52.5,0.7975,23.6,0.5821,5.7,0.8661,3.78,379.8,2.748,1,0,6,6,0
NH15_005,28.160579,96.491325,1.51,7.66,9.56,13.5,19.1,84.1,0.2628,47.0,0.6317,21.5,0.4139,1.05,980.6,3.096,2,0,5,1,0
NH15_005,27.175365,91.1167,6.31,14.17,25.3,33.1,18.2,71.5,0.4503,42.1,0.6045,3.5,0.8224,2.87,1377.3,0.763,4,1,5,0,0
NH27_004,27.958262,95.815861,3.78,9.89,16.77,21.99,18.7,89.8,0.3378,44.9,0.4881,9.6,0.5981,6.94,3166.8,7.296,2,0,6,1,0
NH13_002,24.977824,96.359462,5.83,14.48,16.11,30.73,21.1,70.4,0.6886,35.4,0.8159,23.6,0.3585,2.1,808.6,3.776,4,2,4,2,0
NH13_003,28.022667,97.218928,5.83,30.77,27.22,53.8,31.8,70.6,0.5465,29.5,0.5339,4.0,0.6979,40.17,162.5,6.505,1,1,3,1,0
NH13_009,29.266758,95.92583,1.81,5.13,6.45,11.38,27.4,94.4,0.2924,56.3,0.6118,9.5,0.6612,12.22,1181.0,1.018,3,0,6,0,0
NH15_005,25.664648,90.653015,0.89,2.21,3.01,3.9,29.3,55.6,0.5607,45.1,0.4746,9.7,0.6983,5.2,1582.4,0.642,3,0,2,0,0
NH27_001,29.423887,96.992893,1.14,3.19,5.99,9.08,21.5,96.1,0.2872,51.0,0.8574,4.8,0.8377,12.68,927.8,0.449,4,1,3,1,1
NH15_005,26.081068,95.975439,1.34,2.23,3.19,4.6,21.3,92.3,0.7593,28.3,0.5839,29.0,0.1,45.1,1762.3,8.683,2,1,3,3,0
NH15_004,25.098479,91.334904,74.7,114.41,150.95,250.0,25.5,75.4,0.3899,42.8,0.4161,17.6,0.4985,11.92,3180.0,1.894,3,3,5,1,1
SH02_002,24.617574,90.97202,0.6,1.39,2.2,3.51,24.6,95.5,0.1007,53.8,0.3869,29.8,0.1,4.68,500.5,6.43,3,1,5,2,0
NH13_005,28.317291,96.910389,3.43,5.29,8.57,14.53,24.6,82.6,0.4331,44.7,0.5503,26.4,0.1,2.71,1466.7,5.609,3,1,0,4,0
NH37_003,27.05154,90.898879,0.21,0.29,0.71,0.9,35.9,85.7,0.5767,34.4,0.7205,8.5,0.6747,3.4,187.6,6.327,2,0,4,1,0
NH37_002,25.689222,95.683696,1.19,3.37,5.55,8.9,25.5,46.0,0.4195,40.9,0.8525,16.5,0.4751,17.81,2616.6,2.809,4,1,5,2,0
NH15_005,27.346477,92.820496,0.88,2.49,3.71,4.94,17.3,94.2,0.3784,36.6,0.6129,16.8,0.6791,19.76,2326.6,2.538,3,0,2,3,1
NH27_005,25.826557,95.273301,5.64,7.3,10.4,19.03,17.8,51.9,0.2693,49.6,0.7631,10.1,0.4744,18.58,3171.0,0.131,7,0,5,1,0
NH13_009,26.465968,90.407256,2.48,10.23,11.75,19.74,27.1,45.8,0.6209,33.6,0.524,25.6,0.2461,3.22,143.9,2.347,1,0,6,1,0
SH02_002,28.744653,95.282949,11.55,30.22,29.78,53.72,26.6,62.5,0.7578,38.3,0.6225,2.9,1.0,8.83,3339.4,7.085,4,0,4,4,0
NH13_010,27.674916,93.641718,10.57,24.43,28.26,48.07,27.9,83.5,0.2181,51.5,0.5179,5.6,0.8824,4.67,2908.3,0.261,5,1,7,4,0
NH37_002,28.19321,96.632914,0.9,3.65,4.72,6.73,25.1,80.7,0.1293,42.8,0.8579,12.8,0.6627,1.76,1200.9,2.911,1,1,2,4,0
NH37_001,27.209215,91.150668,0.41,0.93,1.07,1.97,15.8,61.9,0.775,31.1,0.8052,16.9,0.4304,3.2,1990.8,0.841,0,0,1,5,0
SH01_001,29.452689,90.542042,0.66,1.36,1.53,2.32,31.2,97.7,0.3345,47.9,0.7952,1.3,0.9068,10.13,2868.9,0.634,3,1,5,3,0
NH15_004,25.327755,91.210896,1.39,5.97,5.66,11.29,30.1,69.0,0.144,50.8,0.6893,23.6,0.3251,14.02,2959.1,0.786,3,2,1,4,0
NH13_009,25.442601,90.30503,1.27,3.66,7.33,9.22,19.7,85.1,0.3989,54.2,0.4061,26.6,0.282,4.49,702.1,9.718,4,2,4,2,0
NH13_001,24.509074,97.247159,1.6,5.48,5.41,10.6,24.2,87.1,0.0515,59.4,0.6802,10.6,0.6238,16.12,572.9,5.868,4,1,7,0,0
NH15_001,27.047107,90.645996,0.87,1.75,2.54,3.49,23.1,73.7,0.4528,37.7,0.6108,17.6,0.5619,6.06,2234.6,3.801,5,0,6,1,0
NH27_005,27.373476,91.246552,11.91,29.04,42.04,55.26,19.8,84.3,0.1464,61.0,0.6392,9.2,0.7549,4.59,3321.0,0.734,0,1,8,1,0
NH13_001,27.992789,95.93458,0.19,0.37,0.75,0.94,15.0,86.3,0.4979,41.0,0.3424,10.1,0.7171,11.37,2080.8,1.488,2,1,3,1,0
SH01_002,25.844953,91.600009,0.84,1.46,2.25,3.23,25.4,59.3,0.8039,27.2,0.6809,28.5,0.2827,7.41,708.3,0.45,6,0,4,1,0
NH37_002,24.067412,91.411659,0.48,0.92,1.12,1.64,13.0,77.5,0.0497,54.9,0.5922,5.7,0.7216,0.0,557.0,0.527,4,1,2,1,0
NH13_005,27.477262,94.876785,0.77,3.27,3.68,5.51,18.4,85.6,0.3536,44.6,0.3441,24.6,0.3256,2.86,2231.4,2.354,2,1,5,1,0
NH13_010,29.492825,92.770492,11.1,17.26,30.87,42.32,32.3,81.9,0.2822,41.2,0.4729,25.5,0.2897,8.9,367.2,6.101,0,1,5,1,0
NH37_002,25.620021,96.133189,0.86,2.2,3.76,4.94,24.5,58.5,0.1985,50.5,0.5202,23.0,0.3175,31.67,854.2,3.376,1,0,4,3,1
NH13_010,25.011639,94.614674,1.1,3.4,5.61,8.52,24.3,75.2,0.2688,44.3,0.5573,15.9,0.3773,11.12,1116.2,0.293,3,1,5,2,0
NH13_004,25.549718,91.919253,2.83,9.65,13.41,18.73,20.2,80.3,0.3003,53.7,0.8259,7.9,0.9831,7.24,3277.8,1.328,0,1,1,0,0
NH37_005,26.339785,94.304009,0.83,1.44,3.64,4.62,12.6,79.3,0.2903,48.6,0.8613,1.1,0.9859,17.15,870.8,0.141,5,2,6,0,0
NH27_001,25.380021,96.371754,3.53,7.4,6.74,12.62,24.5,90.2,0.6867,40.0,0.3469,19.4,0.5436,0.42,891.5,2.639,7,0,1,1,0
NH13_004,25.90828,92.506519,2.05,4.88,7.11,10.5,25.0,69.0,0.3468,53.1,0.6035,10.3,0.7765,2.49,1132.1,3.308,3,0,5,0,1
NH13_009,27.510137,95.370825,0.34,0.58,0.79,1.52,26.8,94.5,0.3475,41.4,0.6372,2.0,0.8932,0.91,597.2,11.572,1,1,2,0,0
NH13_008,25.897654,92.901914,0.41,1.2,2.43,3.86,19.6,44.0,0.1133,56.1,0.7167,6.3,0.8845,3.41,3477.8,0.291,4,2,5,2,0
NH37_005,26.178324,93.881665,1.37,5.68,8.71,12.14,19.5,74.4,0.5383,38.6,0.4896,27.6,0.3355,8.66,3417.2,0.23,0,1,5,0,0
NH27_002,24.220172,95.34949,12.8,21.17,27.32,44.48,25.4,88.9,0.0813,57.5,0.2224,24.5,0.1841,0.27,350.0,1.332,5,2,1,2,0
NH27_002,29.048684,90.166061,11.89,22.59,23.55,44.42,14.5,73.4,0.4303,48.5,0.8819,8.6,0.8433,3.48,3303.7,0.21,5,0,4,1,0
SH02_002,26.237873,93.203111,27.49,63.56,104.02,138.89,26.9,69.8,0.6605,33.2,0.492,16.0,0.464,53.95,2793.6,0.344,5,1,7,3,0
NH27_004,25.804789,90.433144,2.04,6.63,8.36,14.58,21.0,52.1,0.5408,38.9,0.7832,11.6,0.6925,9.12,1468.9,10.072,4,0,3,2,0
NH13_010,24.475663,95.282543,0.45,1.62,2.7,4.14,23.8,80.1,0.2874,48.8,0.8308,29.4,0.1,19.74,3035.5,7.13,4,2,5,2,0
NH13_004,27.488008,94.380108,1.99,2.42,3.68,6.76,35.8,95.3,0.2226,51.3,0.4916,9.6,0.7494,5.18,2598.6,2.419,4,2,4,0,0
NH37_004,28.751037,92.217358,0.64,2.36,5.02,6.3,20.4,69.8,0.3498,41.2,0.7346,12.2,0.6893,7.93,2326.8,6.533,1,0,4,1,0
